month,sahm,unemployment_rate,unemployment_rise_12m,payroll_3m_average_k,claims_ratio,claims_elevated,claims_severe,labor_state,activity_available_count,activity_contracting_count,cfnai_ma3,activity_state,baa_spread,baa_20d_change,hy_oas,hy_20d_change,nfci,stlfsi,cre_delinquency,credit_primary_elevated,credit_primary_severe,cre_delinquency_elevated_flag,cre_delinquency_severe_flag,cre_corroborates_credit,credit_state,permits_yoy,housing_starts_yoy,curve_spread,forward_state,real_yield_20d_change,breakeven_20d_change,oil_3m_change,shock_state,overall_state
1959-01-31,,6.0,,,,,,UNKNOWN,0,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-02-28,,5.9,,,,,,UNKNOWN,0,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-03-31,,5.6,,,,,,UNKNOWN,0,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-04-30,,5.2,,281.0,,,,UNKNOWN,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-05-31,,5.1,,287.3333333333333,,,,UNKNOWN,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-06-30,,5.0,0.0,222.33333333333334,,,,UNKNOWN,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-07-31,,5.1,0.09999999999999964,161.0,,,,UNKNOWN,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-08-31,,5.2,0.20000000000000018,-71.33333333333333,,,,UNKNOWN,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-09-30,,5.5,0.5,-84.33333333333333,,,,UNKNOWN,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-10-31,,5.7,0.7000000000000002,-148.66666666666666,,,,UNKNOWN,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-11-30,,5.8,0.7999999999999998,99.33333333333333,,,,UNKNOWN,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1959-12-31,0.77,5.3,0.2999999999999998,248.66666666666666,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,,,UNKNOWN,,,,UNKNOWN,UNKNOWN
1960-01-31,0.5,5.2,0.20000000000000018,305.3333333333333,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.11888955944477975,,ELEVATED,,,,UNKNOWN,UNKNOWN
1960-02-29,0.13,4.8,0.0,293.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.09838032393521301,,NORMAL,,,,UNKNOWN,UNKNOWN
1960-03-31,0.1,5.4,0.6000000000000005,93.33333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.3154320987654321,,SEVERE,,,,UNKNOWN,UNKNOWN
1960-04-30,0.03,5.2,0.40000000000000036,179.66666666666666,,,,NORMAL,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.1893081761006289,,ELEVATED,,,,UNKNOWN,UNKNOWN
1960-05-31,0.07,5.1,0.2999999999999998,-12.666666666666666,,,,ELEVATED,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.15153538050734316,,ELEVATED,,,,UNKNOWN,UNKNOWN
1960-06-30,0.1,5.4,0.6000000000000005,-35.333333333333336,,,,ELEVATED,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.17032601463739183,,ELEVATED,,,,UNKNOWN,UNKNOWN
1960-07-31,0.23,5.5,0.7000000000000002,-169.0,,,,ELEVATED,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.2262443438914027,,SEVERE,,,,UNKNOWN,UNKNOWN
1960-08-31,0.53,5.6,0.7999999999999998,-67.66666666666667,,,,SEVERE,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.06013986013986017,,NORMAL,,,,UNKNOWN,UNKNOWN
1960-09-30,0.6,5.5,0.7000000000000002,-40.333333333333336,,,,SEVERE,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.2876623376623376,,SEVERE,,,,UNKNOWN,UNKNOWN
1960-10-31,0.93,6.1,1.2999999999999998,-54.666666666666664,,,,SEVERE,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.0804428044280443,,NORMAL,,,,UNKNOWN,UNKNOWN
1960-11-30,1.07,6.1,1.2999999999999998,-103.66666666666667,,,,SEVERE,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.12005649717514122,,ELEVATED,,,,UNKNOWN,UNKNOWN
1960-12-31,1.3,6.6,1.7999999999999998,-161.66666666666666,,,,SEVERE,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,,-0.3360399750156152,,SEVERE,,,,UNKNOWN,UNKNOWN
1961-01-31,1.4,6.6,1.7999999999999998,-153.0,,,,SEVERE,2,2,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.11263736263736268,-0.1897260273972603,,ELEVATED,,,,UNKNOWN,UNKNOWN
1961-02-28,1.6,6.9,1.8000000000000007,-134.66666666666666,,,,SEVERE,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.11672794117647056,-0.18429807052561542,,ELEVATED,,,,UNKNOWN,UNKNOWN
1961-03-31,1.63,6.9,1.8000000000000007,-27.666666666666668,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.04712041884816753,0.18304779080252476,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-04-30,1.7,7.0,1.9000000000000004,-18.666666666666668,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.013779527559055094,-0.09542280837858808,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-05-31,1.67,7.1,1.6999999999999993,76.33333333333333,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.02376425855513309,-0.03383162863886702,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-06-30,1.63,6.9,1.4000000000000004,106.0,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1169102296450939,0.1082598235765837,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-07-31,1.53,7.0,1.5,165.33333333333334,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.08408408408408419,0.11528822055137855,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-08-31,1.3,6.6,1.0999999999999996,170.66666666666666,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.16599597585513082,-0.023809523809523836,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-09-30,1.2,6.7,0.6000000000000005,137.0,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.11585365853658547,0.3026435733819508,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-10-31,0.9,6.5,0.40000000000000036,133.0,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.15534979423868323,0.1356340288924558,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-11-30,0.5,6.1,0.0,148.0,,,,SEVERE,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1767109295199183,0.1115569823434992,,NORMAL,,,,UNKNOWN,UNKNOWN
1961-12-31,-0.07,6.0,0.0,161.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.2208201892744479,0.28410159924741296,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-01-31,-0.3,5.8,0.0,123.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1578947368421053,0.15046491969568887,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-02-28,-0.17,5.5,0.0,148.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.2424557752341312,0.04241435562805873,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-03-31,-0.17,5.6,0.09999999999999964,134.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1339999999999999,0.09984756097560976,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-04-30,-0.1,5.6,0.09999999999999964,237.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.2325349301397206,0.3070325900514579,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-05-31,-0.07,5.5,0.0,146.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1119766309639727,0.2076547231270358,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-06-30,0.0,5.5,0.0,123.0,,,,NORMAL,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.07850467289719631,0.01591895803183796,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-07-31,-0.07,5.4,0.0,48.0,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.09787626962142193,0.08614232209737827,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-08-31,0.13,5.7,0.2999999999999998,70.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.035375323554788674,0.15625,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-09-30,0.23,5.6,0.1999999999999993,111.33333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.11384335154826952,-0.07347795661301615,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-10-31,0.3,5.4,0.0,98.33333333333333,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.05164737310774714,0.08339222614840991,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-11-30,0.3,5.7,0.2999999999999998,72.66666666666667,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.07291666666666674,0.1711191335740072,,NORMAL,,,,UNKNOWN,UNKNOWN
1962-12-31,0.07,5.5,0.09999999999999964,16.666666666666668,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.06459948320413433,0.1457875457875457,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-01-31,0.23,5.7,0.2999999999999998,24.666666666666668,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.11229946524064172,-0.08596620132255695,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-02-28,0.33,5.9,0.5,58.0,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.015075376884422065,0.13928012519561817,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-03-31,0.37,5.7,0.2999999999999998,97.33333333333333,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.10934744268077612,0.06306306306306309,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-04-30,0.33,5.7,0.2999999999999998,155.0,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.042914979757084915,0.1082677165354331,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-05-31,0.27,5.9,0.5,128.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.18213660245183894,0.10654079568442354,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-06-30,0.3,5.6,0.1999999999999993,113.0,,,,ELEVATED,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.16551126516464465,0.1310541310541311,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-07-31,0.27,5.6,0.1999999999999993,71.33333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.11101766190075701,0.11310344827586216,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-08-31,0.07,5.4,0.0,98.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.09166666666666656,0.0804218852999341,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-09-30,0.03,5.5,0.09999999999999964,139.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.15535568274734257,0.33157099697885206,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-10-31,0.0,5.5,0.09999999999999964,163.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.197290431837426,0.1604696673189825,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-11-30,0.13,5.7,0.2999999999999998,115.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.09789644012944976,0.0,,NORMAL,,,,UNKNOWN,UNKNOWN
1963-12-31,0.13,5.5,0.09999999999999964,94.33333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.15129449838187692,-0.046675191815856776,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-01-31,0.13,5.6,0.1999999999999993,68.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.03846153846153855,0.2885852090032155,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-02-29,-0.03,5.4,0.0,166.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1897689768976898,0.25,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-03-31,-0.03,5.4,0.0,178.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.043720190779014345,-0.011082138200782299,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-04-30,-0.07,5.3,0.0,145.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.018633540372670843,-0.14268798105387803,,ELEVATED,,,,UNKNOWN,UNKNOWN
1964-05-31,-0.1,5.1,0.0,112.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.0377777777777778,-0.10603290676416821,,ELEVATED,,,,UNKNOWN,UNKNOWN
1964-06-30,-0.03,5.2,0.10000000000000053,107.33333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.048327137546468446,-0.023929471032745564,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-07-31,-0.17,4.9,0.0,163.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.012869038607115857,-0.03221809169764556,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-08-31,0.0,5.0,0.09999999999999964,176.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.003053435114503844,-0.04270896888346554,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-09-30,-0.03,5.1,0.1999999999999993,228.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.1047416843595188,-0.17470221213840043,,ELEVATED,,,,UNKNOWN,UNKNOWN
1964-10-31,0.1,5.1,0.1999999999999993,127.0,,,,NORMAL,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.13012729844413018,-0.14333895446880274,,ELEVATED,,,,UNKNOWN,UNKNOWN
1964-11-30,0.07,4.8,0.0,199.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.07590272660280029,-0.0838471023427867,,NORMAL,,,,UNKNOWN,UNKNOWN
1964-12-31,-0.03,5.0,0.20000000000000018,172.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.18200983836964157,-0.0046948356807511304,,ELEVATED,,,,UNKNOWN,UNKNOWN
1965-01-31,-0.13,4.9,0.10000000000000053,263.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.024691358024691357,-0.1509669369931379,,ELEVATED,,,,UNKNOWN,UNKNOWN
1965-02-28,0.03,5.1,0.2999999999999998,194.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.17822468793342583,-0.21263736263736266,,SEVERE,,,,UNKNOWN,UNKNOWN
1965-03-31,-0.07,4.7,0.0,194.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.07768469154607771,-0.06196440342781806,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-04-30,0.03,4.8,0.09999999999999964,225.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.08069620253164556,-0.006906077348066253,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-05-31,-0.1,4.6,0.0,230.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.07082371054657433,0.00749829584185413,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-06-30,0.0,4.6,0.0,229.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.030468750000000044,-0.040000000000000036,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-07-31,-0.13,4.4,0.0,235.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.05138036809815949,-0.021126760563380254,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-08-31,-0.03,4.4,0.0,245.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.043644716692189944,-0.08731676226896112,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-09-30,-0.1,4.3,0.0,266.6666666666667,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.030039525691699653,0.01855670103092777,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-10-31,-0.07,4.2,0.0,251.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.0398373983739837,-0.047244094488189003,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-11-30,-0.1,4.1,0.0,256.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.04146730462519943,-0.01749663526244949,,NORMAL,,,,UNKNOWN,UNKNOWN
1965-12-31,-0.1,4.0,0.0,277.3333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.1297250859106529,0.11590296495956864,,NORMAL,,,,UNKNOWN,UNKNOWN
1966-01-31,-0.1,4.0,0.0,270.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.048259493670886,0.006612784717119791,,NORMAL,,,,UNKNOWN,UNKNOWN
1966-02-28,-0.17,3.8,0.0,266.6666666666667,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.021940928270042237,-0.038381018841591064,,NORMAL,,,,UNKNOWN,UNKNOWN
1966-03-31,-0.1,3.8,0.0,290.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,0.018992568125516085,-0.02037947997189038,,NORMAL,,,,UNKNOWN,UNKNOWN
1966-04-30,-0.1,3.8,0.0,302.6666666666667,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.014629948364888179,-0.0598052851182197,,NORMAL,,,,UNKNOWN,UNKNOWN
1966-05-31,0.1,3.9,0.10000000000000009,305.3333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.10687655343827673,-0.14411366711772666,,ELEVATED,,,,UNKNOWN,UNKNOWN
1966-06-30,0.17,3.8,0.0,306.3333333333333,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.22965350523771155,-0.19758064516129037,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-07-31,0.23,3.8,0.0,288.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.24656426839126921,-0.28973185088292996,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-08-31,0.2,3.8,0.0,265.0,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.29783827061649315,-0.21857541899441346,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-09-30,0.13,3.7,0.0,177.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.3691931540342298,-0.2941970310391363,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-10-31,0.13,3.7,0.0,184.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.4222048475371384,-0.4194214876033058,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-11-30,0.07,3.6,0.0,170.66666666666666,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.4364471669218989,-0.34178082191780823,,SEVERE,,,,UNKNOWN,UNKNOWN
1966-12-31,0.0,3.8,0.19999999999999973,185.33333333333334,,,,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.4349809885931559,-0.40217391304347827,,SEVERE,,,,UNKNOWN,UNKNOWN
1967-01-31,-0.03,3.9,0.2999999999999998,184.33333333333334,,False,False,NORMAL,2,0,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.24905660377358485,-0.2211678832116788,,SEVERE,,,,UNKNOWN,UNKNOWN
1967-02-28,0.07,3.8,0.19999999999999973,136.66666666666666,,False,False,NORMAL,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.2174288179465056,-0.18505079825834547,,SEVERE,,,,UNKNOWN,UNKNOWN
1967-03-31,0.03,3.8,0.19999999999999973,110.33333333333333,,False,False,NORMAL,2,1,,UNKNOWN,,,,,,,,False,False,False,False,False,UNKNOWN,-0.2260940032414911,-0.24246771879483497,,SEVERE,,,,UNKNOWN,UNKNOWN
1967-04-30,0.03,3.8,0.19999999999999973,19.666666666666668,,False,False,ELEVATED,3,1,,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,-0.09606986899563319,-0.19304733727810652,,ELEVATED,,,,UNKNOWN,YELLOW
1967-05-31,0.07,3.8,0.19999999999999973,63.666666666666664,,False,False,NORMAL,3,1,-0.3,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,-0.0018552875695733162,0.030830039525691744,,NORMAL,,,,UNKNOWN,GREEN
1967-06-30,0.2,3.9,0.2999999999999998,73.33333333333333,,False,False,NORMAL,3,0,-0.17,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.2228033472803348,0.045226130653266416,,NORMAL,,,,UNKNOWN,GREEN
1967-07-31,0.27,3.8,0.19999999999999973,140.66666666666666,,False,False,NORMAL,3,1,-0.28,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.26287553648068673,0.2559852670349907,,NORMAL,,,,UNKNOWN,GREEN
1967-08-31,0.27,3.8,0.19999999999999973,174.33333333333334,,False,False,NORMAL,3,0,0.25,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.40136830102622567,0.25737265415549593,,NORMAL,,,,UNKNOWN,GREEN
1967-09-30,0.3,3.8,0.19999999999999973,138.0,,False,False,ELEVATED,3,0,0.22,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.6524547803617571,0.3585086042065009,,NORMAL,,,,UNKNOWN,GREEN
1967-10-31,0.43,4.0,0.3999999999999999,112.33333333333333,0.037081339712918604,False,False,ELEVATED,3,0,0.34,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.7320703653585927,0.7686832740213523,,NORMAL,,,,UNKNOWN,GREEN
1967-11-30,0.47,3.9,0.10000000000000009,186.66666666666666,0.0,False,False,ELEVATED,3,0,0.45,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.7622282608695652,0.6004162330905307,,NORMAL,,,,UNKNOWN,GREEN
1967-12-31,0.27,3.8,0.0,245.33333333333334,0.07634543178973718,False,False,NORMAL,3,0,0.8,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.7698519515477793,0.3212121212121213,,NORMAL,,,,UNKNOWN,GREEN
1968-01-31,0.0,3.7,0.0,193.0,0.08010012515644549,False,False,NORMAL,3,0,0.64,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.1849246231155779,0.29334582942830356,,NORMAL,,,,UNKNOWN,GREEN
1968-02-29,-0.03,3.8,0.09999999999999964,170.66666666666666,0.05506883604505641,False,False,NORMAL,3,0,0.33,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.4796030871003307,0.3535173642030276,,NORMAL,,,,UNKNOWN,GREEN
1968-03-31,-0.03,3.7,0.0,131.66666666666666,0.01158301158301156,False,False,NORMAL,3,1,0.12,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.4345549738219896,0.3882575757575757,,NORMAL,,,,UNKNOWN,GREEN
1968-04-30,0.0,3.5,0.0,250.66666666666666,0.0800542740841248,False,False,NORMAL,3,0,0.32,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.24251207729468605,0.4243813015582034,,NORMAL,,,,UNKNOWN,GREEN
1968-05-31,-0.07,3.5,0.0,145.66666666666666,0.0800542740841248,False,False,NORMAL,3,0,0.4,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.20539033457249078,0.07975460122699385,,NORMAL,,,,UNKNOWN,GREEN
1968-06-30,0.07,3.7,0.20000000000000018,203.33333333333334,0.04341926729986434,False,False,NORMAL,3,0,0.36,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.11206159110350722,0.12580128205128216,,NORMAL,,,,UNKNOWN,GREEN
1968-07-31,0.13,3.7,0.20000000000000018,190.0,0.0651289009497964,False,False,NORMAL,3,0,0.39,NORMAL,,,,,,,,False,False,False,False,False,UNKNOWN,0.1418861512319456,0.10850439882697938,,NORMAL,,,,UNKNOWN,GREEN
